locus_tag,gene_name,ncrna,start,end,strand,read_count,ins_index,gene_length,ins_count,fcn
b3169,nusA,0,3316039,3317526,-1,9,0.000959692898272553,1488,1,transcription termination/antitermination protein NusA
b3189,murA,0,3335235,3336494,-1,3,0.00113378684807256,1260,1,UDP-N-acetylglucosamine 1-carboxyvinyltransferase
b3235,degS,0,3382200,3383267,1,1,0.00133689839572193,1068,1,serine endoprotease
b3290,trkA,0,3436518,3437894,1,1,0.00103626943005181,1377,1,NAD-binding component of Trk potassium transporters
b3300,secY,0,3442766,3444097,-1,1,0.00107066381156317,1332,1,Sec translocon subunit SecY
b3340,fusA,0,3471400,3473514,-1,55,0.00135043889264011,2115,2,elongation factor G
b3389,aroB,0,3517398,3518486,-1,18,0.00131061598951507,1089,1,3-dehydroquinate synthase
b3613,envC,0,3786838,3788097,1,1,0.00113378684807256,1260,1,murein hydrolase activator EnvC
b3633,waaA,0,3808540,3809817,1,1,0.00111607142857143,1278,1,KDO transferase
b3639,dfp,0,3812731,3813951,1,1,0.00116959064327485,1221,1,fused 4'-phosphopantothenoylcysteine decarboxylase and phosphopantothenoylcysteine synthetase
b3652,recG,0,3825210,3827291,1,2,0.00137174211248285,2082,2,ATP-dependent DNA helicase RecG
b3701,dnaN,0,3881221,3882321,-1,5,0.0012970168612192,1101,1,beta sliding clamp
b3792,wzxE,0,3976278,3977528,1,1,0.00114025085518814,1251,1,lipid III flippase
b3935,priA,0,4124612,4126810,-1,3,0.00129785853341986,2199,2,primosome factor N'
b4099,phnI,0,4319599,4320663,-1,84,0.00133868808567604,1065,1,carbon-phosphorus lyase core complex subunit PhnI
b4161,rsgA,0,4390457,4391509,-1,1,0.0013531799729364,1053,1,ribosome small subunit-dependent GTPase A
b4261,lptF,0,4486218,4487318,1,5,0.0012970168612192,1101,1,lipopolysaccharide transport system protein LptF
b4389,radA,0,4625912,4627294,1,4,0.00103199174406605,1383,1,DNA recombination protein
