locus_tag,gene_name,ncrna,start,end,strand,read_count,ins_index,gene_length,ins_count,fcn
b0142,folK,0,157253,157732,-1,0,0,480,0,2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase
b4728,yadW,0,176552,176617,1,0,0,66,0,protein YadW
b0156,erpA,0,176610,176954,1,0,0,345,0,iron-sulfur cluster insertion protein ErpA
b4414,tff,0,189712,189847,1,0,0,136,0,
b0171,pyrH,0,191855,192580,1,0,0,726,0,UMP kinase
b0172,frr,0,192872,193429,1,0,0,558,0,ribosome-recycling factor
b0174,ispU,0,194903,195664,1,0,0,762,0,undecaprenyl diphosphate synthase
b0180,fabZ,0,202101,202556,1,0,0,456,0,3-hydroxy-acyl-[acyl-carrier-protein] dehydratase
b0181,lpxA,0,202560,203348,1,0,0,789,0,UDP-N-acetylglucosamine acyltransferase
b0183,rnhB,0,204493,205089,1,0,0,597,0,RNase HII
b0185,accA,0,208621,209580,1,0,0,960,0,acetyl-CoA carboxyltransferase subunit alpha
b4406,yaeP,0,213925,214125,-1,0,0,201,0,UPF0253 family protein YaeP
b0201,rrsH,0,223771,225312,1,0,0,1542,0,
b0202,ileV,0,225381,225457,1,0,0,77,0,
b0203,alaV,0,225500,225575,1,0,0,76,0,
b0204,rrlH,0,225759,228662,1,0,0,2904,0,
b0205,rrfH,0,228756,228875,1,0,0,120,0,
b0206,aspU,0,228928,229004,1,0,0,77,0,
b0214,rnhA,0,235535,236002,-1,0,0,468,0,ribonuclease HI
b0216,aspV,0,236931,237007,1,0,0,77,0,
b4503,yafF,0,239190,239378,1,0,0,189,0,pseudogene
b0238,gpt,0,255977,256435,1,0,0,459,0,xanthine-guanine phsophoribosyltransferase
b0239,frsA,0,256527,257771,1,0,0,1245,0,fermentation-respiration switch protein
b0240,crl,0,257829,259006,1,0,0,1178,0,pseudogene
b4710,insB9,0,257923,258426,-1,0,0,504,0,IS1 transposase B
b4709,insA9,0,258345,258620,-1,0,0,276,0,IS1 repressor TnpA
b0241,phoE,0,259045,260100,-1,0,0,1056,0,outer membrane porin PhoE
b0242,proB,0,260388,261491,1,0,0,1104,0,glutamate 5-kinase
b0243,proA,0,261503,262756,1,0,0,1254,0,glutamate-5-semialdehyde dehydrogenase
b0244,thrW,0,262871,262946,1,0,0,76,0,
b4626,ykfN,0,263150,263212,-1,0,0,63,0,pseudogene
b0245,ykfI,0,263328,263669,-1,0,0,342,0,CP4-6 prophage; toxin of the YkfI-YafW toxin-antitoxin system
b0246,yafW,0,263690,264007,-1,0,0,318,0,antitoxin of the YkfI-YafW toxin-antitoxin pair
b4504,ykfH,0,264026,264247,-1,0,0,222,0,DUF987 domain-containing protein YkfH
b0247,ykfG,0,264256,264732,-1,0,0,477,0,CP4-6 prophage; RadC-like JAB domain-containing protein YkfG
b0248,yafX,0,264748,265206,-1,0,0,459,0,CP4-6 prophage; protein YafX
b0249,ykfF,0,265304,265543,-1,0,0,240,0,CP4-6 prophage; protein YkfF
b0250,ykfB,0,265620,266087,-1,0,0,468,0,CP4-6 prophage; protein YkfB
b0251,yafY,0,266110,266553,-1,0,0,444,0,CP4-6 prophage; inner membrane lipoprotein YafY
b4627,ykfL,0,266553,266774,-1,0,0,222,0,pseudogene
b4628,ykfK,0,266776,266967,-1,0,0,192,0,pseudogene
b0252,yafZ,0,267184,268005,-1,0,0,822,0,CP4-6 prophage; conserved protein YafZ
b0253,ykfA,0,268097,268960,-1,0,0,864,0,CP4-6 prophage; putative GTP-binding protein YkfA
b0254,perR,0,269289,270182,-1,0,0,894,0,putative transcriptional regulator PerR
b4587,insN,0,270278,272190,1,0,0,1913,0,pseudogene
b0256,insI1,0,270603,271754,1,0,0,1152,0,IS30 transposase
b4690,eyeA,0,272580,272654,1,0,0,75,0,
b0258,ykfC,0,272847,273992,1,0,0,1146,0,CP4-6 prophage; PF00078 domain-containing protein YkfC
b0259,insH1,0,274101,275117,-1,0,0,1017,0,CP4-6 prophage; IS5 transposase and trans-activator
b0264,insB2,0,279178,279681,-1,0,0,504,0,IS1 protein InsB
b0265,insA2,0,279600,279875,-1,0,0,276,0,IS1 protein InsA
b4708,insI2,0,279931,280104,1,0,0,174,0,pseudogene
b4688,ykgS,0,290510,290638,1,0,0,129,0,CP4-6 prophage; protein YkgS
b0274,insB3,0,290649,291152,-1,0,0,504,0,IS1 protein InsB
b0275,insA3,0,291071,291346,-1,0,0,276,0,IS1 protein InsA
b4729,ykgV,0,294918,295142,-1,0,0,225,0,protein YkgV
b0288,ykgJ,0,303853,304182,-1,0,0,330,0,putative zinc-or iron-chelating domain-containing protein YkgJ
b4506,ykgO,0,312374,312514,-1,0,0,141,0,putative ribosomal protein
b4630,ykgP,0,313716,313805,-1,0,0,90,0,pseudogene
b0298,insE1,0,315291,315590,1,0,0,300,0,IS3 element protein InsE
b0299,insF1,0,315587,316453,1,0,0,867,0,IS3 element protein InsF
b4631,ykgQ,0,317439,317567,1,0,0,129,0,pseudogene
b0303,rclB,0,318331,318567,-1,0,0,237,0,DUF1471 domain-containing protein RclB
b0313,betI,0,328747,329334,-1,0,0,588,0,DNA-binding transcriptional repressor BetI
b4730,yahV,0,331802,331876,1,0,0,75,0,protein YahV
b0322,yahH,0,339793,340089,1,0,0,297,0,putative uncharacterized protein YahH
b0327,yahM,0,345404,345649,1,0,0,246,0,uncharacterized protein YahM
b0339,cynT,0,358799,359458,1,0,0,660,0,carbonic anhydrase 1
b0357,frmR,0,379606,379881,-1,0,0,276,0,DNA-binding transcriptional repressor FrmR
b0360,insC1,0,381351,381716,1,0,0,366,0,IS2 element protein InsA
b0361,insD1,0,381674,382579,1,0,0,906,0,IS2 element protein
b4731,ykiC,0,383960,384079,1,0,0,120,0,protein YkiC
b0372,insF2,0,391739,392605,-1,0,0,867,0,IS3 element protein InsF
b0373,insE2,0,392602,392901,-1,0,0,300,0,IS3 element protein InsE
b0379,yaiY,0,399025,399333,-1,0,0,309,0,inner membrane protein
b0380,yaiZ,0,399593,399805,1,0,0,213,0,DUF2754 domain-containing protein YaiZ
b0389,yaiA,0,406979,407170,1,0,0,192,0,protein YaiA
b0393,rdgC,0,409108,410019,-1,0,0,912,0,nucleoid-associated protein RdgC
b0416,nusB,0,435137,435556,1,0,0,420,0,transcription antitermination protein NusB
b0422,xseB,0,441101,441343,-1,0,0,243,0,exodeoxyribonuclease VII subunit XseB
b0426,yajQ,0,444683,445174,1,0,0,492,0,nucleotide binding protein
b0429,cyoD,0,447717,448046,-1,0,0,330,0,cytochrome bo3 ubiquinol oxidase subunit 4
b0440,hupB,0,461451,461723,1,0,0,273,0,DNA-binding protein HU-beta
b0455,ffs,0,476448,476561,1,0,0,114,0,
b0456,ybaA,0,476672,477025,1,0,0,354,0,DUF1428 domain-containing protein YbaA
b0460,hha,0,480090,480308,-1,0,0,219,0,hemolysin expression modulating protein
b0461,tomB,0,480334,480708,-1,0,0,375,0,protein that modulates Hha toxicity
b0471,ybaB,0,494076,494405,1,0,0,330,0,putative nucleoid-associated protein YbaB
b0481,ybaK,0,506603,507082,-1,0,0,480,0,Cys-tRNA(Pro) and Cys-tRNA(Cys) deacylase
b0483,ybaQ,0,508218,508559,1,0,0,342,0,putative DNA-binding transcriptional regulator YbaQ
b0484,copA,0,511168,511379,-1,0,0,212,0,soluble Cu(+) chaperone
b0495,ybbA,0,519733,520419,1,0,0,687,0,putative ABC transporter ATP-binding protein YbbA
b4632,ylbI,0,529497,529592,1,0,0,96,0,pseudogene
b0524,lpxH,0,553218,553940,-1,0,0,723,0,UDP-2,3-diacylglucosamine diphosphatase
b0536,argU,0,564723,564799,1,0,0,77,0,
b0542,renD,0,566684,568247,1,0,0,1564,0,pseudogene
b0540,insE3,0,566842,567141,1,0,0,300,0,DLP12 prophage; IS3 element protein InsE
b0541,insF3,0,567138,568004,1,0,0,867,0,DLP12 prophage; IS3 element protein InsF
b4733,ylcJ,0,568695,568844,1,0,0,150,0,protein YlcJ
b4588,ylcH,0,572368,572469,1,0,0,102,0,DLP12 prophage; uncharacterized protein YlcH
b0553,nmpC,0,574529,576825,-1,0,0,2297,0,pseudogene
b0552,insH2,0,574737,575753,-1,0,0,1017,0,DLP12 prophage; IS5 transposase and trans-activator
b0554,essD,0,577398,577613,1,0,0,216,0,DLP12 prophage; putative phage lysis protein
b0555,rrrD,0,577613,578110,1,0,0,498,0,DLP12 prophage; lysozyme
b0556,rzpD,0,578107,578568,1,0,0,462,0,DLP12 prophage; putative prophage endopeptidase RzpD
b4510,rzoD,0,578327,578509,1,0,0,183,0,DLP12 prophage; putative prophage lysis lipoprotein RzoD
b0557,borD,0,578600,578893,-1,0,0,294,0,DLP12 prophage; prophage lipoprotein BorD
b4589,ylcI,0,580251,580445,-1,0,0,195,0,DLP12 prophage; DUF3950 domain-containing protein YlcI
b0560,nohD,0,580834,581379,1,0,0,546,0,DLP12 prophage; putative DNA-packaging protein NohD
b0580,ybdJ,0,605951,606199,-1,0,0,249,0,DUF1158 domain-containing protein YbdJ
b4700,sokE,0,607734,607792,1,0,0,59,0,
b0582,insL2,0,608065,609177,1,0,0,1113,0,IS186/IS421 transposase
b4511,ybdZ,0,613942,614160,1,0,0,219,0,enterobactin biosynthesis protein YbdZ
b0596,entA,0,628551,629297,1,0,0,747,0,2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase
b0623,cspE,0,657292,657501,1,0,0,210,0,transcription antiterminator and regulator of RNA stability
b0627,tatE,0,658947,659150,1,0,0,204,0,twin arginine protein translocation system-TatE protein
b0628,lipA,0,659251,660216,-1,0,0,966,0,lipoyl synthase
b0631,ybeD,0,662379,662642,-1,0,0,264,0,DUF493 domain-containing protein YbeD
b0636,rlmH,0,668248,668715,-1,0,0,468,0,23S rRNA m(3)psi1915 methyltransferase
b0639,nadD,0,669931,670572,-1,0,0,642,0,nicotinate-mononucleotide adenylyltransferase
b0640,holA,0,670574,671605,-1,0,0,1032,0,DNA polymerase III subunit delta
b0643,ybeL,0,675018,675500,1,0,0,483,0,DUF1451 domain-containing protein YbeL
b0656,insH3,0,687997,689013,-1,0,0,1017,0,IS5 transposase and trans-activator
b0659,ybeY,0,691874,692341,-1,0,0,468,0,endoribonuclease YbeY
b0664,glnX,0,696430,696504,-1,0,0,75,0,
b0665,glnV,0,696542,696616,-1,0,0,75,0,
b0666,metU,0,696664,696740,-1,0,0,77,0,
b0670,glnU,0,696865,696939,-1,0,0,75,0,
b0672,leuW,0,696963,697047,-1,0,0,85,0,
b0673,metT,0,697057,697133,-1,0,0,77,0,
b0682,chiQ,0,709790,710116,1,0,0,327,0,lipoprotein ChiQ
b0683,fur,0,710200,710646,-1,0,0,447,0,DNA-binding transcriptional dual regulator Fur
b4637,uof,0,710639,710725,-1,0,0,87,0,RyhB-regulated fur leader peptide
b0684,fldA,0,710935,711465,-1,0,0,531,0,flavodoxin 1
b0687,seqA,0,712987,713532,1,0,0,546,0,SeqA, negative modulator of initiation of replication
b0702,ybfB,0,733776,734102,1,0,0,327,0,uncharacterized protein YbfB
b0704,ybfC,0,735650,736219,1,0,0,570,0,uncharacterized protein YbfC
b4514,ybfQ,0,736445,736699,1,0,0,255,0,inactive transposase YbfQ
b0706,ybfD,0,738092,738853,1,0,0,762,0,H repeat-associated putative transposase YbfD
b0713,pxpA,0,745165,745899,1,0,0,735,0,5-oxoprolinase component A
b0721,sdhC,0,755177,755566,1,0,0,390,0,succinate:quinone oxidoreductase, membrane protein SdhC
b4515,cydX,0,774196,774309,1,0,0,114,0,cytochrome bd-I ubiquinol oxidase subunit CydX
b0743,lysT,0,780554,780629,1,0,0,76,0,
b0744,valT,0,780765,780840,1,0,0,76,0,
b0745,lysW,0,780843,780918,1,0,0,76,0,
b0746,valZ,0,781068,781143,1,0,0,76,0,
b0747,lysY,0,781147,781222,1,0,0,76,0,
b0748,lysZ,0,781369,781444,1,0,0,76,0,
b0749,lysQ,0,781577,781652,1,0,0,76,0,
b0759,galE,0,791039,792055,-1,0,0,1017,0,UDP-glucose 4-epimerase
b0762,acrZ,0,794773,794922,1,0,0,150,0,multidrug efflux pump accessory protein AcrZ
b0784,moaD,0,819048,819293,1,0,0,246,0,molybdopterin synthase sulfur carrier subunit
b0798,ybiA,0,832468,832950,-1,0,0,483,0,N-glycosidase YbiA
b4736,yliM,0,850332,850397,1,0,0,66,0,protein YliM
b0814,ompX,0,850450,850965,1,0,0,516,0,outer membrane protein X
b0838,gstB,0,879854,880480,-1,0,0,627,0,glutathione S-transferase GstB
b4417,rybB,0,887977,888057,-1,0,0,81,0,
b0850,ybjC,0,890913,891200,1,0,0,288,0,DUF1418 domain-containing protein YbjC
b0883,serW,0,925884,925971,-1,0,0,88,0,
b0884,infA,0,926225,926443,-1,0,0,219,0,translation initiation factor IF-1
b0891,lolA,0,937372,937983,1,0,0,612,0,outer membrane lipoprotein carrier protein
b0910,cmk,0,961201,961884,1,0,0,684,0,cytidylate kinase
b0912,ihfB,0,963828,964112,1,0,0,285,0,integration host factor subunit beta
b0915,lpxK,0,968366,969352,1,0,0,987,0,tetraacyldisaccharide 4'-kinase
b0917,ycaR,0,970673,970855,1,0,0,183,0,UPF0434 family protein YcaR
b0918,kdsB,0,970852,971598,1,0,0,747,0,3-deoxy-manno-octulosonate cytidylyltransferase
b0922,mukF,0,974319,975641,1,0,0,1323,0,chromosome partitioning protein MukF
b0923,mukE,0,975622,976326,1,0,0,705,0,chromosome partitioning protein MukE
b0953,rmf,0,1015715,1015882,1,0,0,168,0,ribosome modulation factor
b0966,hspQ,0,1028404,1028721,-1,0,0,318,0,heat shock protein, hemimethylated DNA-binding protein
b0968,yccX,0,1030064,1030342,1,0,0,279,0,acylphosphatase
b0969,tusE,0,1030339,1030668,-1,0,0,330,0,sulfur transfer protein TusE
b4592,appX,0,1040445,1040537,1,0,0,93,0,small protein AppX
b4516,insA4,0,1049833,1050108,1,0,0,276,0,IS1 protein InsA
b0988,insB4,0,1050027,1050530,1,0,0,504,0,IS1 protein InsB
b0989,cspH,0,1050963,1051175,-1,0,0,213,0,CspA family protein CspH
b0990,cspG,0,1051461,1051673,1,0,0,213,0,cold shock protein CspG
b4723,ymcF,0,1051684,1051872,1,0,0,189,0,protein YmcF
b4517,gnsA,0,1052067,1052240,1,0,0,174,0,putative phosphatidylethanolamine synthesis regulator GnsA
b4518,ymdF,0,1068081,1068254,1,0,0,174,0,conserved protein YmdF
b1008,rutE,0,1070365,1070955,-1,0,0,591,0,putative malonic semialdehyde reductase
b1021,pgaD,0,1086106,1086519,-1,0,0,414,0,poly-N-acetyl-D-glucosamine synthase subunit PgaD
b1026,insF4,0,1094275,1095141,-1,0,0,867,0,IS3 element protein InsF
b1027,insE4,0,1095138,1095437,-1,0,0,300,0,IS3 element protein InsE
b1032,serX,0,1097565,1097652,-1,0,0,88,0,
b1035,ycdY,0,1099640,1100194,1,0,0,555,0,chaperone protein YcdY
b1041,csgB,0,1103951,1104406,1,0,0,456,0,curlin, minor subunit
b1043,csgC,0,1104961,1105293,1,0,0,333,0,inhibitor of CsgA amyloid formation
b1044,ymdA,0,1105414,1105725,1,0,0,312,0,uncharacterized protein YmdA
b1050,yceK,0,1113579,1113806,1,0,0,228,0,DUF1375 domain-containing lipoprotein YceK
b1061,dinI,0,1121242,1121487,-1,0,0,246,0,DNA damage-inducible protein I
b1070,flgN,0,1129414,1129830,-1,0,0,417,0,flagellar biosynthesis protein FlgN
b1085,yceQ,0,1144502,1144822,1,0,0,321,0,DUF2655 domain-containing protein YceQ
b4418,sraB,0,1146589,1146757,1,0,0,169,0,
b1088,yceD,0,1146794,1147315,1,0,0,522,0,DUF177 domain-containing protein YceD
b1089,rpmF,0,1147367,1147540,1,0,0,174,0,50S ribosomal subunit protein L32
b1093,fabG,0,1150670,1151404,1,0,0,735,0,3-oxoacyl-[acyl-carrier-protein] reductase FabG
b1094,acpP,0,1151615,1151851,1,0,0,237,0,acyl carrier protein
b1095,fabF,0,1151939,1153180,1,0,0,1242,0,beta-ketoacyl-[acyl carrier protein] synthase II
b1098,tmk,0,1155124,1155765,1,0,0,642,0,hypothetical protein
b1108,ycfP,0,1165143,1165685,1,0,0,543,0,UPF0227 protein YcfP
b1117,lolD,0,1176619,1177320,1,0,0,702,0,lipoprotein release complex-ATP binding subunit
b1118,lolE,0,1177320,1178564,1,0,0,1245,0,lipoprotein release complex-inner membrane subunit
b1126,potA,0,1184458,1185594,-1,0,0,1137,0,spermidine preferential ABC transporter ATP binding subunit
b1132,hflD,0,1191990,1192631,-1,0,0,642,0,lysogenization regulator
b1137,ymfD,0,1196867,1197532,-1,0,0,666,0,e14 prophage; putative SAM-dependent methyltransferase
b1144,ymfJ,0,1201776,1202084,-1,0,0,309,0,e14 prophage; protein YmfJ
b1145,ymfK,0,1202259,1202933,-1,0,0,675,0,e14 prophage; putative repressor protein YmfK
b1146,ymfT,0,1203024,1203224,1,0,0,201,0,e14 prophage; putative DNA-binding transcriptional regulator YmfT
b1151,beeE,0,1205731,1206204,1,0,0,474,0,e14 prophage; putative protein BeeE
b1160,iraM,0,1211680,1212003,-1,0,0,324,0,anti-adaptor protein IraM, inhibitor of sigma(S) proteolysis
b4738,ymgK,0,1212260,1212304,-1,0,0,45,0,protein YmgK
b4739,ymgL,0,1212540,1212650,-1,0,0,111,0,protein YmgL
b1162,bluR,0,1213328,1214059,-1,0,0,732,0,DNA-binding transcriptional repressor BluR
b1165,ymgA,0,1216068,1216340,1,0,0,273,0,putative two-component system connector protein YmgA
b4520,ymgF,0,1218983,1219201,1,0,0,219,0,inner membrane protein that interacts with cell division proteins
b4593,ymgI,0,1222990,1223163,-1,0,0,174,0,uncharacterized protein YmgI
b1174,minE,0,1224279,1224545,-1,0,0,267,0,Z-ring positioning protein MinE
b1185,dsbB,0,1232500,1233030,-1,0,0,531,0,protein thiol:quinone oxidoreductase DsbB
b1204,pth,0,1257929,1258513,-1,0,0,585,0,peptidyl-tRNA hydrolase
b4419,ldrA,0,1269168,1269275,-1,0,0,108,0,small toxic polypeptide LdrA
b4420,rdlA,0,1269323,1269389,1,0,0,67,0,
b4421,ldrB,0,1269703,1269810,-1,0,0,108,0,small toxic polypeptide LdrB
b4422,rdlB,0,1269858,1269923,1,0,0,66,0,
b4423,ldrC,0,1270238,1270345,-1,0,0,108,0,small toxic polypeptide LdrC
b4424,rdlC,0,1270393,1270460,1,0,0,68,0,
b1228,ychS,0,1286709,1286984,1,0,0,276,0,putative uncharacterized protein YchS
b4425,rttR,0,1287066,1287236,-1,0,0,171,0,
b1229,tpr,0,1287087,1287176,-1,0,0,90,0,protamine-like protein
b1230,tyrV,0,1287244,1287328,-1,0,0,85,0,
b1231,tyrT,0,1287538,1287622,-1,0,0,85,0,
b1237,hns,0,1292509,1292922,-1,0,0,414,0,DNA-binding transcriptional dual regulator H-NS
b4711,insH21,0,1299531,1300547,1,0,0,1017,0,IS5 transposase and trans-activator
b1248,yciU,0,1306821,1307150,-1,0,0,330,0,DUF440 domain-containing protein YciU
b1254,yciB,0,1312351,1312890,-1,0,0,540,0,inner membrane protein
b1257,yciE,0,1314718,1315224,-1,0,0,507,0,DUF892 domain-containing protein YciE
b1259,yciG,0,1315856,1316035,-1,0,0,180,0,protein YciG
b1265,trpL,0,1323038,1323082,-1,0,0,45,0,trp operon leader peptide
b1273,yciN,0,1330417,1330668,-1,0,0,252,0,protein YciN
b4522,ymiA,0,1335124,1335288,1,0,0,165,0,uncharacterized protein YmiA
b4523,yciX,0,1335291,1335458,1,0,0,168,0,uncharacterized protein YciX
b4741,ymiC,0,1335572,1335667,1,0,0,96,0,protein YmiC
b1279,lapA,0,1340243,1340551,1,0,0,309,0,lipopolysaccharide assembly protein A
b1293,sapB,0,1354505,1355470,-1,0,0,966,0,putrescine ABC exporter membrane subunit SapB
b4742,ymjE,0,1359177,1359341,-1,0,0,165,0,protein YmjE
b1305,pspB,0,1368801,1369025,1,0,0,225,0,phage shock protein B
b1306,pspC,0,1369025,1369384,1,0,0,360,0,phage shock protein C
b1308,pspE,0,1369689,1370003,1,0,0,315,0,thiosulfate sulfurtransferase PspE
b4524,ymjB,0,1381789,1381902,1,0,0,114,0,pseudogene
b4673,ymjD,0,1390868,1390933,-1,0,0,66,0,uncharacterized protein YmjD
b1331,insH4,0,1396076,1397092,1,0,0,1017,0,IS5 transposase and trans-activator
b1332,ynaJ,0,1397365,1397622,1,0,0,258,0,DUF2534 domain-containing protein YnaJ
b4743,ynaL,0,1409308,1409481,1,0,0,174,0,protein YnaL
b1345,intR,0,1412000,1413235,-1,0,0,1236,0,Rac prophage; putative integrase
b1346,xisR,0,1413237,1413452,-1,0,0,216,0,Rac prophage; excisionase
b1347,rcbA,0,1413531,1413740,-1,0,0,210,0,Rac prophage; double-strand break reduction protein
b1348,ralR,0,1413733,1413927,-1,0,0,195,0,Rac prophage; endodeoxyribonuclease toxin RalR
b1349,recT,0,1413984,1414793,-1,0,0,810,0,Rac prophage; recombinase, DNA renaturation
b1350,recE,0,1414786,1417386,-1,0,0,2601,0,Rac prophage; exonuclease VIII, ds DNA exonuclease, 5'--> 3' specific
b1351,racC,0,1417488,1417763,-1,0,0,276,0,Rac prophage; protein RacC
b4526,ydaE,0,1417838,1418008,-1,0,0,171,0,Rac prophage; zinc-binding protein
b1352,kilR,0,1418008,1418229,-1,0,0,222,0,Rac prophage; inhibitor of FtsZ, killing protein
b1353,sieB,0,1418671,1419159,1,0,0,489,0,Rac prophage; phage superinfection exclusion protein
b4527,ydaF,0,1419156,1419311,-1,0,0,156,0,Rac prophage; DUF1391 domain-containing protein YdaF
b1355,ydaG,0,1419322,1419456,-1,0,0,135,0,Rac prophage; uncharacterized protein YdaG
b1356,racR,0,1419765,1420241,-1,0,0,477,0,Rac prophage; DNA-binding transcriptional repressor RacR
b1357,ydaS,0,1420365,1420661,1,0,0,297,0,Rac prophage; toxin YdaS
b1358,ydaT,0,1420684,1421106,1,0,0,423,0,Rac prophage; protein YdaT
b1359,ydaU,0,1421119,1421976,1,0,0,858,0,Rac prophage; DUF1376 domain-containing protein YdaU
b1360,ydaV,0,1421983,1422729,1,0,0,747,0,Rac prophage; putative ATP-binding protein YdaV
b1361,ydaW,0,1422752,1423312,1,0,0,561,0,Rac prophage; putative uncharacterized protein YdaW
b1362,rzpR,0,1423345,1423644,1,0,0,300,0,pseudogene
b4528,rzoR,0,1423400,1423585,1,0,0,186,0,Rac prophage; putative lipoprotein
b1363,trkG,0,1423782,1425239,1,0,0,1458,0,Rac prophage; K(+) transporter TrkG
b1365,ynaK,0,1425377,1425640,1,0,0,264,0,Rac prophage; ParB-like nuclease domain-containing protein YnaK
b1366,ydaY,0,1425621,1425980,1,0,0,360,0,Rac prophage; putative uncharacterized protein YdaY
b1368,ynaA,0,1426454,1427482,1,0,0,1029,0,Rac prophage; putative prophage tail length tape measure domain-containing protein YnaA
b4570,lomR,0,1427389,1428984,1,0,0,1596,0,pseudogene
b1370,insH5,0,1427746,1428726,-1,0,0,981,0,Rac prophage; IS5 transposase and trans-activator
b1372,stfR,0,1429049,1432411,1,0,0,3363,0,Rac prophage; putative membrane protein
b1373,tfaR,0,1432411,1432986,1,0,0,576,0,Rac prophage; putative tail fiber assembly protein TfaR
b1374,pinR,0,1433084,1433674,-1,0,0,591,0,Rac prophage; putative site-specific recombinase
b1375,ynaE,0,1433991,1434224,-1,0,0,234,0,Rac prophage; uncharacterized protein YnaE
b4744,ynaM,0,1434293,1434406,-1,0,0,114,0,Rac prophage; protein YnaM
b4638,ttcC,0,1434958,1435008,-1,0,0,51,0,pseudogene
b4529,ydbJ,0,1441058,1441324,1,0,0,267,0,DUF333 domain-containing protein YdbJ
b1379,hslJ,0,1441321,1441743,-1,0,0,423,0,lipoprotein implicated in Novobiocin resistance
b4674,ynbG,0,1465165,1465230,-1,0,0,66,0,uncharacterized protein YnbG
b1402,insD2,0,1467921,1468826,-1,0,0,906,0,IS2 insertion element protein InsB
b1403,insC2,0,1468784,1469149,-1,0,0,366,0,IS2 insertion element repressor InsA
b1404,insI2,0,1469358,1470509,1,0,0,1152,0,IS30 transposase
b4597,rydC,0,1491443,1491506,-1,0,0,64,0,
b4428,hokB,0,1491922,1492071,-1,0,0,150,0,toxin HokB
b1420,mokB,0,1491962,1492129,-1,0,0,168,0,putative regulatory protein MokB
b4429,sokB,0,1492119,1492174,1,0,0,56,0,
b1436,yncJ,0,1508834,1509064,-1,0,0,231,0,protein YncJ
b1443,ydcV,0,1514762,1515556,1,0,0,795,0,putative ABC transporter membrane subunit YdcV
b1455,yncH,0,1526940,1527152,1,0,0,213,0,DUF5445 domain-containing protein YncH
b1460,ydcC,0,1531816,1532952,1,0,0,1137,0,H repeat-associated putative transposase YdcC
b4746,yddY,0,1567178,1567219,-1,0,0,42,0,protein YddY
b1500,safA,0,1583762,1583959,-1,0,0,198,0,two-component system connector SafA
b1523,yneG,0,1611966,1612325,-1,0,0,360,0,conserved protein YneG
b4599,mgtS,0,1622646,1622741,1,0,0,96,0,small protein MgtS
b4698,mgrR,0,1622817,1622914,-1,0,0,98,0,
b1536,ydeI,0,1624105,1624497,-1,0,0,393,0,BOF family protein YdeI
b4748,ynfT,0,1632890,1633003,1,0,0,114,0,Qin prophage; protein YnfT
b1544,ydfK,0,1633072,1633305,1,0,0,234,0,Qin prophage; cold shock protein YdfK
b1545,pinQ,0,1633622,1634212,1,0,0,591,0,Qin prophage; putative site-specific recombinase
b1546,tfaQ,0,1634310,1634885,-1,0,0,576,0,Qin prophage; putative tail fiber assembly protein TfaQ
